"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","235","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-08-03","passed","2026-08-03","","test_login","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","230","test_continue_shopping_returns_to_inventory_preserving_cart[webkit]","ui.tests","2026-08-03","passed","2026-08-03","","test_cart","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","340","test_checkout_summary_math_is_correct[webkit]","ui.tests","2026-08-03","passed","2026-08-03","","test_checkout","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5290","test_valid_user_types_reach_inventory[chromium-performance_glitch_user]","ui.tests","2026-08-03","passed","2026-08-03","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","41","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-08-03","passed","2026-08-03","","test_inventory","",""
"R3: add three products, remove one on the cart page, verify survivors.","719","test_remove_one_item_from_cart_updates_state[webkit]","ui.tests","2026-08-03","passed","2026-08-03","","test_cart","",""
"R1: selecting a price sort reorders products correctly.
    ","75","test_inventory_sorted_by_price[firefox-high_to_low]","ui.tests","2026-08-03","passed","2026-08-03","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","338","test_valid_user_types_reach_inventory[webkit-standard_user]","ui.tests","2026-08-03","passed","2026-08-03","","test_login","",""
"N3: SauceDemo validates required fields one at a time, in order.","316","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-08-03","passed","2026-08-03","","test_checkout","",""
"S1: valid login navigates to /inventory.html with 6 products.","229","test_standard_user_login_lands_on_inventory[chromium]","ui.tests","2026-08-03","passed","2026-08-03","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","340","test_valid_user_types_reach_inventory[webkit-problem_user]","ui.tests","2026-08-03","passed","2026-08-03","","test_login","",""
"N2: locked_out_user credentials → account locked error message.","222","test_locked_out_user_sees_lockout_error[chromium]","ui.tests","2026-08-03","passed","2026-08-03","","test_login","",""
"S2: adding one product makes the cart badge show 1.","50","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-08-03","passed","2026-08-03","","test_cart","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5234","test_performance_glitch_user_loads_inventory_within_limit[chromium]","ui.tests","2026-08-03","passed","2026-08-03","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","95","test_inventory_sorted_by_price[firefox-low_to_high]","ui.tests","2026-08-03","passed","2026-08-03","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","37","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-08-03","passed","2026-08-03","","test_inventory","",""
"A4: after DELETE /pet/{id}, a subsequent GET returns 404.","10","test_delete_pet_then_get_returns_404","api.tests","2026-08-03","passed","2026-08-03","","test_pet_api","",""
"S3: complete a purchase from inventory through order confirmation.","259","test_full_checkout_happy_path[chromium]","ui.tests","2026-08-03","passed","2026-08-03","","test_e2e","",""
"R2: selecting a name sort reorders products alphabetically.","35","test_inventory_sorted_by_name[chromium-z_to_a]","ui.tests","2026-08-03","passed","2026-08-03","","test_inventory","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","403","test_checkout_summary_math_is_correct[firefox]","ui.tests","2026-08-03","passed","2026-08-03","","test_checkout","",""
"S4: hamburger menu → Logout → user lands back on login page.","1164","test_logout_returns_to_login_page[chromium]","ui.tests","2026-08-03","passed","2026-08-03","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","38","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-08-03","passed","2026-08-03","","test_inventory","",""
"For `error_user`, the Last Name field on Checkout Step One rejects keyboard input This is the expected test. The day SauceDemo fixes the bug, the test will XPASS, which is our signal to remove the xfail marker and promote it to a normal passing test.","401","test_error_user_can_type_last_name_at_checkout[chromium]","ui.tests","2026-08-03","skipped","2026-08-03","","test_checkout","",""
"A3: PUT /pet updates an existing pet's name and status.","7","test_update_pet_changes_name_and_status","api.tests","2026-08-03","passed","2026-08-03","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","281","test_valid_user_types_reach_inventory[chromium-visual_user]","ui.tests","2026-08-03","passed","2026-08-03","","test_login","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","22","test_get_nonexistent_pet_returns_404","api.tests","2026-08-03","passed","2026-08-03","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5367","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-08-03","passed","2026-08-03","","test_login","",""
