"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"N1: submitting empty form → 'Username is required' error banner.","264","test_empty_credentials_shows_username_required_error[chromium]","ui.tests","2026-06-12","passed","2026-06-12","","test_login","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5375","test_performance_glitch_user_loads_inventory_within_limit[webkit]","ui.tests","2026-06-12","passed","2026-06-12","","test_login","",""
"R3: add three products, remove one on the cart page, verify survivors.","381","test_remove_one_item_from_cart_updates_state[firefox]","ui.tests","2026-06-12","passed","2026-06-12","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","316","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-06-12","passed","2026-06-12","","test_login","",""
"N3: SauceDemo validates required fields one at a time, in order.","318","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-06-12","passed","2026-06-12","","test_checkout","",""
"R2: selecting a name sort reorders products alphabetically.","37","test_inventory_sorted_by_name[chromium-a_to_z]","ui.tests","2026-06-12","passed","2026-06-12","","test_inventory","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","19","test_get_nonexistent_pet_returns_404","api.tests","2026-06-12","passed","2026-06-12","","test_pet_api","",""
"R1: selecting a price sort reorders products correctly.
    ","39","test_inventory_sorted_by_price[chromium-low_to_high]","ui.tests","2026-06-12","passed","2026-06-12","","test_inventory","",""
"S2: adding one product makes the cart badge show 1.","41","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-06-12","passed","2026-06-12","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5322","test_valid_user_types_reach_inventory[chromium-performance_glitch_user]","ui.tests","2026-06-12","passed","2026-06-12","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","40","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-06-12","passed","2026-06-12","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5366","test_valid_user_types_reach_inventory[firefox-performance_glitch_user]","ui.tests","2026-06-12","passed","2026-06-12","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","47","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-06-12","passed","2026-06-12","","test_inventory","",""
"R3: add three products, remove one on the cart page, verify survivors.","217","test_remove_one_item_from_cart_updates_state[chromium]","ui.tests","2026-06-12","passed","2026-06-12","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5381","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-06-12","passed","2026-06-12","","test_login","",""
"S4: hamburger menu → Logout → user lands back on login page.","1267","test_logout_returns_to_login_page[chromium]","ui.tests","2026-06-12","passed","2026-06-12","","test_login","",""
