"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"N1: submitting empty form → 'Username is required' error banner.","283","test_empty_credentials_shows_username_required_error[chromium]","ui.tests","2026-09-03","passed","2026-09-03","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5359","test_valid_user_types_reach_inventory[firefox-performance_glitch_user]","ui.tests","2026-09-03","passed","2026-09-03","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5345","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-09-03","passed","2026-09-03","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","50","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-09-03","passed","2026-09-03","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","62","test_inventory_sorted_by_price[firefox-high_to_low]","ui.tests","2026-09-03","passed","2026-09-03","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","368","test_valid_user_types_reach_inventory[webkit-standard_user]","ui.tests","2026-09-03","passed","2026-09-03","","test_login","",""
"N2: locked_out_user credentials → account locked error message.","287","test_locked_out_user_sees_lockout_error[chromium]","ui.tests","2026-09-03","passed","2026-09-03","","test_login","",""
"A3: PUT /pet updates an existing pet's name and status.","9","test_update_pet_changes_name_and_status","api.tests","2026-09-03","passed","2026-09-03","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","249","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-09-03","passed","2026-09-03","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","81","test_inventory_sorted_by_price[firefox-low_to_high]","ui.tests","2026-09-03","passed","2026-09-03","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","364","test_valid_user_types_reach_inventory[webkit-visual_user]","ui.tests","2026-09-03","passed","2026-09-03","","test_login","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5257","test_performance_glitch_user_loads_inventory_within_limit[chromium]","ui.tests","2026-09-03","passed","2026-09-03","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","42","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-09-03","passed","2026-09-03","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","50","test_inventory_sorted_by_name[webkit-z_to_a]","ui.tests","2026-09-03","passed","2026-09-03","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","57","test_inventory_sorted_by_name[firefox-a_to_z]","ui.tests","2026-09-03","passed","2026-09-03","","test_inventory","",""
"A4: after DELETE /pet/{id}, a subsequent GET returns 404.","15","test_delete_pet_then_get_returns_404","api.tests","2026-09-03","passed","2026-09-03","","test_pet_api","",""
"S3: complete a purchase from inventory through order confirmation.","270","test_full_checkout_happy_path[chromium]","ui.tests","2026-09-03","passed","2026-09-03","","test_e2e","",""
"R2: selecting a name sort reorders products alphabetically.","85","test_inventory_sorted_by_name[firefox-z_to_a]","ui.tests","2026-09-03","passed","2026-09-03","","test_inventory","",""
