"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"S2: adding one product makes the cart badge show 1.","46","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-09-04","passed","2026-09-04","","test_cart","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","227","test_continue_shopping_returns_to_inventory_preserving_cart[webkit]","ui.tests","2026-09-04","passed","2026-09-04","","test_cart","",""
"R1: selecting a price sort reorders products correctly.
    ","36","test_inventory_sorted_by_price[webkit-low_to_high]","ui.tests","2026-09-04","passed","2026-09-04","","test_inventory","",""
"N3: SauceDemo validates required fields one at a time, in order.","288","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-09-04","passed","2026-09-04","","test_checkout","",""
"R2: selecting a name sort reorders products alphabetically.","46","test_inventory_sorted_by_name[webkit-z_to_a]","ui.tests","2026-09-04","passed","2026-09-04","","test_inventory","",""
"A7: POST /pet/{id}/uploadImage accepts a multipart file upload.
    ","46","test_upload_pet_image_returns_200","api.tests","2026-09-04","passed","2026-09-04","","test_pet_api","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","327","test_checkout_summary_math_is_correct[webkit]","ui.tests","2026-09-04","passed","2026-09-04","","test_checkout","",""
"R3: add three products, remove one on the cart page, verify survivors.","528","test_remove_one_item_from_cart_updates_state[webkit]","ui.tests","2026-09-04","passed","2026-09-04","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","386","test_valid_user_types_reach_inventory[chromium-problem_user]","ui.tests","2026-09-04","passed","2026-09-04","","test_login","",""
"A1: POST /pet returns 200 and the response echoes id, name, status.","102","test_create_pet_returns_200_and_echoes_body","api.tests","2026-09-04","passed","2026-09-04","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","854","test_valid_user_types_reach_inventory[firefox-standard_user]","ui.tests","2026-09-04","passed","2026-09-04","","test_login","",""
"A5: GET /pet/findByStatus?status=available returns available pets.","7","test_find_by_status_available_returns_available_pets","api.tests","2026-09-04","passed","2026-09-04","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","408","test_valid_user_types_reach_inventory[chromium-visual_user]","ui.tests","2026-09-04","passed","2026-09-04","","test_login","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","256","test_continue_shopping_returns_to_inventory_preserving_cart[firefox]","ui.tests","2026-09-04","passed","2026-09-04","","test_cart","",""
"R2: selecting a name sort reorders products alphabetically.","29","test_inventory_sorted_by_name[chromium-a_to_z]","ui.tests","2026-09-04","passed","2026-09-04","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","43","test_inventory_sorted_by_price[firefox-low_to_high]","ui.tests","2026-09-04","passed","2026-09-04","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","26","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-09-04","passed","2026-09-04","","test_inventory","",""
"R3: add three products, remove one on the cart page, verify survivors.","330","test_remove_one_item_from_cart_updates_state[firefox]","ui.tests","2026-09-04","passed","2026-09-04","","test_cart","",""
"S1: valid login navigates to /inventory.html with 6 products.","244","test_standard_user_login_lands_on_inventory[chromium]","ui.tests","2026-09-04","passed","2026-09-04","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","376","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-09-04","passed","2026-09-04","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","30","test_inventory_sorted_by_price[chromium-low_to_high]","ui.tests","2026-09-04","passed","2026-09-04","","test_inventory","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5408","test_performance_glitch_user_loads_inventory_within_limit[chromium]","ui.tests","2026-09-04","passed","2026-09-04","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","53","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-09-04","passed","2026-09-04","","test_inventory","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","15","test_get_nonexistent_pet_returns_404","api.tests","2026-09-04","passed","2026-09-04","","test_pet_api","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5484","test_performance_glitch_user_loads_inventory_within_limit[webkit]","ui.tests","2026-09-04","passed","2026-09-04","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5457","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-09-04","passed","2026-09-04","","test_login","",""
"A3: PUT /pet updates an existing pet's name and status.","6","test_update_pet_changes_name_and_status","api.tests","2026-09-04","passed","2026-09-04","","test_pet_api","",""
"R2: selecting a name sort reorders products alphabetically.","47","test_inventory_sorted_by_name[firefox-z_to_a]","ui.tests","2026-09-04","passed","2026-09-04","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","47","test_inventory_sorted_by_name[firefox-a_to_z]","ui.tests","2026-09-04","passed","2026-09-04","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","35","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-09-04","passed","2026-09-04","","test_inventory","",""
"R3: add three products, remove one on the cart page, verify survivors.","247","test_remove_one_item_from_cart_updates_state[chromium]","ui.tests","2026-09-04","passed","2026-09-04","","test_cart","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","156","test_continue_shopping_returns_to_inventory_preserving_cart[chromium]","ui.tests","2026-09-04","passed","2026-09-04","","test_cart","",""
"A4: after DELETE /pet/{id}, a subsequent GET returns 404.","11","test_delete_pet_then_get_returns_404","api.tests","2026-09-04","passed","2026-09-04","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","799","test_valid_user_types_reach_inventory[firefox-problem_user]","ui.tests","2026-09-04","passed","2026-09-04","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","430","test_valid_user_types_reach_inventory[webkit-visual_user]","ui.tests","2026-09-04","passed","2026-09-04","","test_login","",""
