"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"N2: locked_out_user credentials → account locked error message.","227","test_locked_out_user_sees_lockout_error[chromium]","ui.tests","2026-08-19","passed","2026-08-19","","test_login","",""
"N1: submitting empty form → 'Username is required' error banner.","212","test_empty_credentials_shows_username_required_error[chromium]","ui.tests","2026-08-19","passed","2026-08-19","","test_login","",""
"S4: hamburger menu → Logout → user lands back on login page.","1146","test_logout_returns_to_login_page[chromium]","ui.tests","2026-08-19","passed","2026-08-19","","test_login","",""
"S2: adding one product makes the cart badge show 1.","50","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-08-19","passed","2026-08-19","","test_cart","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","19","test_get_nonexistent_pet_returns_404","api.tests","2026-08-19","passed","2026-08-19","","test_pet_api","",""
"A1: POST /pet returns 200 and the response echoes id, name, status.","132","test_create_pet_returns_200_and_echoes_body","api.tests","2026-08-19","passed","2026-08-19","","test_pet_api","",""
"For `error_user`, the Last Name field on Checkout Step One rejects keyboard input This is the expected test. The day SauceDemo fixes the bug, the test will XPASS, which is our signal to remove the xfail marker and promote it to a normal passing test.","400","test_error_user_can_type_last_name_at_checkout[chromium]","ui.tests","2026-08-19","skipped","2026-08-19","","test_checkout","",""
"A2: GET /pet/{id} returns the pet created by the fixture.","5","test_get_returns_the_created_pet","api.tests","2026-08-19","passed","2026-08-19","","test_pet_api","",""
"S1: valid login navigates to /inventory.html with 6 products.","228","test_standard_user_login_lands_on_inventory[chromium]","ui.tests","2026-08-19","passed","2026-08-19","","test_login","",""
"S3: complete a purchase from inventory through order confirmation.","258","test_full_checkout_happy_path[chromium]","ui.tests","2026-08-19","passed","2026-08-19","","test_e2e","",""
"N3: SauceDemo validates required fields one at a time, in order.","337","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-08-19","passed","2026-08-19","","test_checkout","",""
