"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"R2: selecting a name sort reorders products alphabetically.","56","test_inventory_sorted_by_name[firefox-a_to_z]","ui.tests","2026-08-04","passed","2026-08-04","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","42","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-08-04","passed","2026-08-04","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","258","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","47","test_inventory_sorted_by_price[webkit-low_to_high]","ui.tests","2026-08-04","passed","2026-08-04","","test_inventory","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","19","test_get_nonexistent_pet_returns_404","api.tests","2026-08-04","passed","2026-08-04","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","659","test_valid_user_types_reach_inventory[firefox-problem_user]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"A3: PUT /pet updates an existing pet's name and status.","8","test_update_pet_changes_name_and_status","api.tests","2026-08-04","passed","2026-08-04","","test_pet_api","",""
"R2: selecting a name sort reorders products alphabetically.","85","test_inventory_sorted_by_name[firefox-z_to_a]","ui.tests","2026-08-04","passed","2026-08-04","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","35","test_inventory_sorted_by_name[chromium-z_to_a]","ui.tests","2026-08-04","passed","2026-08-04","","test_inventory","",""
"R3: add three products, remove one on the cart page, verify survivors.","407","test_remove_one_item_from_cart_updates_state[firefox]","ui.tests","2026-08-04","passed","2026-08-04","","test_cart","",""
"N2: locked_out_user credentials → account locked error message.","209","test_locked_out_user_sees_lockout_error[chromium]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5353","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","361","test_valid_user_types_reach_inventory[webkit-visual_user]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","278","test_valid_user_types_reach_inventory[chromium-visual_user]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","350","test_valid_user_types_reach_inventory[firefox-visual_user]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"A4: after DELETE /pet/{id}, a subsequent GET returns 404.","16","test_delete_pet_then_get_returns_404","api.tests","2026-08-04","passed","2026-08-04","","test_pet_api","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","281","test_continue_shopping_returns_to_inventory_preserving_cart[webkit]","ui.tests","2026-08-04","passed","2026-08-04","","test_cart","",""
"N1: submitting empty form → 'Username is required' error banner.","204","test_empty_credentials_shows_username_required_error[chromium]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","382","test_valid_user_types_reach_inventory[webkit-standard_user]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"A5: GET /pet/findByStatus?status=available returns available pets.","11","test_find_by_status_available_returns_available_pets","api.tests","2026-08-04","passed","2026-08-04","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","651","test_valid_user_types_reach_inventory[firefox-standard_user]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","39","test_inventory_sorted_by_name[webkit-z_to_a]","ui.tests","2026-08-04","passed","2026-08-04","","test_inventory","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5260","test_performance_glitch_user_loads_inventory_within_limit[chromium]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"R3: add three products, remove one on the cart page, verify survivors.","770","test_remove_one_item_from_cart_updates_state[webkit]","ui.tests","2026-08-04","passed","2026-08-04","","test_cart","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","341","test_continue_shopping_returns_to_inventory_preserving_cart[firefox]","ui.tests","2026-08-04","passed","2026-08-04","","test_cart","",""
"R1: selecting a price sort reorders products correctly.
    ","72","test_inventory_sorted_by_price[firefox-low_to_high]","ui.tests","2026-08-04","passed","2026-08-04","","test_inventory","",""
"N3: SauceDemo validates required fields one at a time, in order.","282","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-08-04","passed","2026-08-04","","test_checkout","",""
"R1: selecting a price sort reorders products correctly.
    ","52","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-08-04","passed","2026-08-04","","test_inventory","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5363","test_performance_glitch_user_loads_inventory_within_limit[webkit]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","34","test_inventory_sorted_by_name[chromium-a_to_z]","ui.tests","2026-08-04","passed","2026-08-04","","test_inventory","",""
"S1: valid login navigates to /inventory.html with 6 products.","250","test_standard_user_login_lands_on_inventory[chromium]","ui.tests","2026-08-04","passed","2026-08-04","","test_login","",""
"S3: complete a purchase from inventory through order confirmation.","256","test_full_checkout_happy_path[chromium]","ui.tests","2026-08-04","passed","2026-08-04","","test_e2e","",""
