"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A2: GET /pet/{id} returns the pet created by the fixture.","5","test_get_returns_the_created_pet","api.tests","2026-08-05","passed","2026-08-05","","test_pet_api","",""
"R1: selecting a price sort reorders products correctly.
    ","71","test_inventory_sorted_by_price[firefox-high_to_low]","ui.tests","2026-08-05","passed","2026-08-05","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","35","test_inventory_sorted_by_name[chromium-a_to_z]","ui.tests","2026-08-05","passed","2026-08-05","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","831","test_valid_user_types_reach_inventory[firefox-problem_user]","ui.tests","2026-08-05","passed","2026-08-05","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5326","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-08-05","passed","2026-08-05","","test_login","",""
"N2: locked_out_user credentials → account locked error message.","180","test_locked_out_user_sees_lockout_error[chromium]","ui.tests","2026-08-05","passed","2026-08-05","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","34","test_inventory_sorted_by_name[chromium-z_to_a]","ui.tests","2026-08-05","passed","2026-08-05","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","44","test_inventory_sorted_by_price[webkit-low_to_high]","ui.tests","2026-08-05","passed","2026-08-05","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","37","test_inventory_sorted_by_price[chromium-low_to_high]","ui.tests","2026-08-05","passed","2026-08-05","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","40","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-08-05","passed","2026-08-05","","test_inventory","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","295","test_continue_shopping_returns_to_inventory_preserving_cart[firefox]","ui.tests","2026-08-05","passed","2026-08-05","","test_cart","",""
"N3: SauceDemo validates required fields one at a time, in order.","265","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-08-05","passed","2026-08-05","","test_checkout","",""
"S2: adding one product makes the cart badge show 1.","50","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-08-05","passed","2026-08-05","","test_cart","",""
"N1: submitting empty form → 'Username is required' error banner.","205","test_empty_credentials_shows_username_required_error[chromium]","ui.tests","2026-08-05","passed","2026-08-05","","test_login","",""
"S1: valid login navigates to /inventory.html with 6 products.","262","test_standard_user_login_lands_on_inventory[chromium]","ui.tests","2026-08-05","passed","2026-08-05","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","400","test_checkout_summary_math_is_correct[firefox]","ui.tests","2026-08-05","passed","2026-08-05","","test_checkout","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5296","test_valid_user_types_reach_inventory[chromium-performance_glitch_user]","ui.tests","2026-08-05","passed","2026-08-05","","test_login","",""
