"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A7: POST /pet/{id}/uploadImage accepts a multipart file upload.

Sandbox limitation (see api-tests.md): the uploaded image can't be
retrieved afterward, so we assert only that the server accepted the file
(HTTP 200) and reported it in the response message.
","49","test_upload_pet_image_returns_200","api.tests","2026-06-05","passed","2026-06-05","","test_pet_api","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","418","test_checkout_summary_math_is_correct[firefox]","ui.tests","2026-06-05","passed","2026-06-05","","test_checkout","",""
"R2: selecting a name sort reorders products alphabetically.","69","test_inventory_sorted_by_name[firefox-z_to_a]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"R3: add three products, remove one on the cart page, verify survivors.","690","test_remove_one_item_from_cart_updates_state[webkit]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"R2: selecting a name sort reorders products alphabetically.","44","test_inventory_sorted_by_name[chromium-z_to_a]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","424","test_valid_user_types_reach_inventory[webkit-visual_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"A4: after DELETE /pet/{id}, a subsequent GET returns 404.","16","test_delete_pet_then_get_returns_404","api.tests","2026-06-05","passed","2026-06-05","","test_pet_api","",""
"S1: valid login navigates to /inventory.html with 6 products.","399","test_standard_user_login_lands_on_inventory[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","5395","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"N3: SauceDemo validates required fields one at a time, in order.","374","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_checkout","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","395","test_valid_user_types_reach_inventory[webkit-standard_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","59","test_inventory_sorted_by_name[webkit-z_to_a]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","265","test_checkout_summary_math_is_correct[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_checkout","",""
"R1: selecting a price sort reorders products correctly.

We read the displayed order and assert it equals that same list sorted
by Python — proving the UI's ordering matches the expected contract,
without hard-coding fragile price values.
","69","test_inventory_sorted_by_price[firefox-high_to_low]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.

We read the displayed order and assert it equals that same list sorted
by Python — proving the UI's ordering matches the expected contract,
without hard-coding fragile price values.
","80","test_inventory_sorted_by_price[firefox-low_to_high]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","5384","test_valid_user_types_reach_inventory[chromium-performance_glitch_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"A3: PUT /pet updates an existing pet's name and status.","8","test_update_pet_changes_name_and_status","api.tests","2026-06-05","passed","2026-06-05","","test_pet_api","",""
"DOCUMENTED SAUCEDEMO DEFECT (not an accidental skip).

For `error_user`, the Last Name field on Checkout Step One rejects typed characters. This test asserts the CORRECT behaviour (the field SHOULD accept input), so against the live broken site it fails on purpose and pytest reports XFAIL — Allure shows this as grey.

This is the EXPECTED state. The day SauceDemo fixes the bug, the test will XPASS, which is our signal to remove the xfail marker and promote it to a normal passing test.","611","test_error_user_can_type_last_name_at_checkout[chromium]","ui.tests","2026-06-05","skipped","2026-06-05","","test_checkout","",""
"R1: selecting a price sort reorders products correctly.

We read the displayed order and assert it equals that same list sorted
by Python — proving the UI's ordering matches the expected contract,
without hard-coding fragile price values.
","79","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.

We read the displayed order and assert it equals that same list sorted
by Python — proving the UI's ordering matches the expected contract,
without hard-coding fragile price values.
","57","test_inventory_sorted_by_price[chromium-low_to_high]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"P2: performance_glitch_user — inventory page should load within 10s.

SauceDemo intentionally adds ~5s latency for this user to simulate a
sluggish backend. We verify it still completes within a generous limit.

Note: uses wall-clock timing with time.time() — this is a soft
upper-bound check, not a substitute for real perf tooling (Lighthouse/k6).
","5447","test_performance_glitch_user_loads_inventory_within_limit[webkit]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"P2: performance_glitch_user — inventory page should load within 10s.

SauceDemo intentionally adds ~5s latency for this user to simulate a
sluggish backend. We verify it still completes within a generous limit.

Note: uses wall-clock timing with time.time() — this is a soft
upper-bound check, not a substitute for real perf tooling (Lighthouse/k6).
","5681","test_performance_glitch_user_loads_inventory_within_limit[firefox]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","394","test_valid_user_types_reach_inventory[chromium-problem_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"S2: adding one product makes the cart badge show 1.","44","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"R2: selecting a name sort reorders products alphabetically.","48","test_inventory_sorted_by_name[chromium-a_to_z]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","388","test_checkout_summary_math_is_correct[webkit]","ui.tests","2026-06-05","passed","2026-06-05","","test_checkout","",""
"R2: selecting a name sort reorders products alphabetically.","66","test_inventory_sorted_by_name[firefox-a_to_z]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","840","test_valid_user_types_reach_inventory[firefox-problem_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"S4: hamburger menu → Logout → user lands back on login page.","1331","test_logout_returns_to_login_page[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"A1: POST /pet returns 200 and the response echoes id, name, status.","143","test_create_pet_returns_200_and_echoes_body","api.tests","2026-06-05","passed","2026-06-05","","test_pet_api","",""
"R3: add three products, remove one on the cart page, verify survivors.","379","test_remove_one_item_from_cart_updates_state[firefox]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","404","test_valid_user_types_reach_inventory[chromium-visual_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"A2: GET /pet/{id} returns the pet created by the fixture.","4","test_get_returns_the_created_pet","api.tests","2026-06-05","passed","2026-06-05","","test_pet_api","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","23","test_get_nonexistent_pet_returns_404","api.tests","2026-06-05","passed","2026-06-05","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","456","test_valid_user_types_reach_inventory[firefox-visual_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"R1: selecting a price sort reorders products correctly.

We read the displayed order and assert it equals that same list sorted
by Python — proving the UI's ordering matches the expected contract,
without hard-coding fragile price values.
","53","test_inventory_sorted_by_price[webkit-low_to_high]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","321","test_continue_shopping_returns_to_inventory_preserving_cart[firefox]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"A5: GET /pet/findByStatus?status=available returns available pets.","13","test_find_by_status_available_returns_available_pets","api.tests","2026-06-05","passed","2026-06-05","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","380","test_valid_user_types_reach_inventory[webkit-problem_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","193","test_continue_shopping_returns_to_inventory_preserving_cart[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"N2: locked_out_user credentials → account locked error message.","335","test_locked_out_user_sees_lockout_error[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","5433","test_valid_user_types_reach_inventory[firefox-performance_glitch_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"N1: submitting empty form → 'Username is required' error banner.","281","test_empty_credentials_shows_username_required_error[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"R1: selecting a price sort reorders products correctly.

We read the displayed order and assert it equals that same list sorted
by Python — proving the UI's ordering matches the expected contract,
without hard-coding fragile price values.
","48","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"S3: complete a purchase from inventory through order confirmation.","292","test_full_checkout_happy_path[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_e2e","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","279","test_continue_shopping_returns_to_inventory_preserving_cart[webkit]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"R3: add three products, remove one on the cart page, verify survivors.","230","test_remove_one_item_from_cart_updates_state[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","900","test_valid_user_types_reach_inventory[firefox-standard_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","395","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","70","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
