"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5362","test_valid_user_types_reach_inventory[firefox-performance_glitch_user]","ui.tests","2026-08-11","passed","2026-08-11","","test_login","",""
"S4: hamburger menu → Logout → user lands back on login page.","1253","test_logout_returns_to_login_page[chromium]","ui.tests","2026-08-11","passed","2026-08-11","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","268","test_checkout_summary_math_is_correct[chromium]","ui.tests","2026-08-11","passed","2026-08-11","","test_checkout","",""
"R1: selecting a price sort reorders products correctly.
    ","37","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-08-11","passed","2026-08-11","","test_inventory","",""
"A1: POST /pet returns 200 and the response echoes id, name, status.","111","test_create_pet_returns_200_and_echoes_body","api.tests","2026-08-11","passed","2026-08-11","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5366","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-08-11","passed","2026-08-11","","test_login","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","322","test_continue_shopping_returns_to_inventory_preserving_cart[firefox]","ui.tests","2026-08-11","passed","2026-08-11","","test_cart","",""
"R1: selecting a price sort reorders products correctly.
    ","46","test_inventory_sorted_by_price[webkit-low_to_high]","ui.tests","2026-08-11","passed","2026-08-11","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","39","test_inventory_sorted_by_name[chromium-z_to_a]","ui.tests","2026-08-11","passed","2026-08-11","","test_inventory","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5688","test_performance_glitch_user_loads_inventory_within_limit[firefox]","ui.tests","2026-08-11","passed","2026-08-11","","test_login","",""
"For `error_user`, the Last Name field on Checkout Step One rejects keyboard input This is the expected test. The day SauceDemo fixes the bug, the test will XPASS, which is our signal to remove the xfail marker and promote it to a normal passing test.","401","test_error_user_can_type_last_name_at_checkout[chromium]","ui.tests","2026-08-11","skipped","2026-08-11","","test_checkout","",""
"S2: adding one product makes the cart badge show 1.","45","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-08-11","passed","2026-08-11","","test_cart","",""
"R1: selecting a price sort reorders products correctly.
    ","53","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-08-11","passed","2026-08-11","","test_inventory","",""
"N3: SauceDemo validates required fields one at a time, in order.","343","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-08-11","passed","2026-08-11","","test_checkout","",""
