"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"R4: on the overview page, item subtotal + tax must equal grand total.","411","test_checkout_summary_math_is_correct[webkit]","ui.tests","2026-06-06","passed","2026-06-06","","test_checkout","",""
"N2: locked_out_user credentials → account locked error message.","265","test_locked_out_user_sees_lockout_error[chromium]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"S2: adding one product makes the cart badge show 1.","59","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-06-06","passed","2026-06-06","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","372","test_valid_user_types_reach_inventory[chromium-problem_user]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","468","test_checkout_summary_math_is_correct[firefox]","ui.tests","2026-06-06","passed","2026-06-06","","test_checkout","",""
"R3: add three products, remove one on the cart page, verify survivors.","244","test_remove_one_item_from_cart_updates_state[chromium]","ui.tests","2026-06-06","passed","2026-06-06","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5404","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","64","test_inventory_sorted_by_price[chromium-low_to_high]","ui.tests","2026-06-06","passed","2026-06-06","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","76","test_inventory_sorted_by_price[firefox-low_to_high]","ui.tests","2026-06-06","passed","2026-06-06","","test_inventory","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","177","test_continue_shopping_returns_to_inventory_preserving_cart[chromium]","ui.tests","2026-06-06","passed","2026-06-06","","test_cart","",""
"R3: add three products, remove one on the cart page, verify survivors.","386","test_remove_one_item_from_cart_updates_state[firefox]","ui.tests","2026-06-06","passed","2026-06-06","","test_cart","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5403","test_performance_glitch_user_loads_inventory_within_limit[webkit]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5385","test_valid_user_types_reach_inventory[chromium-performance_glitch_user]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"A5: GET /pet/findByStatus?status=available returns available pets.","9","test_find_by_status_available_returns_available_pets","api.tests","2026-06-06","passed","2026-06-06","","test_pet_api","",""
"R1: selecting a price sort reorders products correctly.
    ","53","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-06-06","passed","2026-06-06","","test_inventory","",""
"S4: hamburger menu → Logout → user lands back on login page.","1253","test_logout_returns_to_login_page[chromium]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"A7: POST /pet/{id}/uploadImage accepts a multipart file upload.
    ","56","test_upload_pet_image_returns_200","api.tests","2026-06-06","passed","2026-06-06","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","418","test_valid_user_types_reach_inventory[chromium-visual_user]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","717","test_valid_user_types_reach_inventory[firefox-standard_user]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"For `error_user`, the Last Name field on Checkout Step One rejects keyboard input This is the expected test. The day SauceDemo fixes the bug, the test will XPASS, which is our signal to remove the xfail marker and promote it to a normal passing test.","450","test_error_user_can_type_last_name_at_checkout[chromium]","ui.tests","2026-06-06","skipped","2026-06-06","","test_checkout","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","385","test_valid_user_types_reach_inventory[webkit-problem_user]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","45","test_inventory_sorted_by_name[chromium-a_to_z]","ui.tests","2026-06-06","passed","2026-06-06","","test_inventory","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","19","test_get_nonexistent_pet_returns_404","api.tests","2026-06-06","passed","2026-06-06","","test_pet_api","",""
"R1: selecting a price sort reorders products correctly.
    ","51","test_inventory_sorted_by_price[webkit-low_to_high]","ui.tests","2026-06-06","passed","2026-06-06","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","842","test_valid_user_types_reach_inventory[firefox-problem_user]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","373","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"A3: PUT /pet updates an existing pet's name and status.","7","test_update_pet_changes_name_and_status","api.tests","2026-06-06","passed","2026-06-06","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","380","test_valid_user_types_reach_inventory[webkit-visual_user]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"A2: GET /pet/{id} returns the pet created by the fixture.","4","test_get_returns_the_created_pet","api.tests","2026-06-06","passed","2026-06-06","","test_pet_api","",""
"S1: valid login navigates to /inventory.html with 6 products.","309","test_standard_user_login_lands_on_inventory[chromium]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","266","test_checkout_summary_math_is_correct[chromium]","ui.tests","2026-06-06","passed","2026-06-06","","test_checkout","",""
"A4: after DELETE /pet/{id}, a subsequent GET returns 404.","15","test_delete_pet_then_get_returns_404","api.tests","2026-06-06","passed","2026-06-06","","test_pet_api","",""
"N3: SauceDemo validates required fields one at a time, in order.","303","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-06-06","passed","2026-06-06","","test_checkout","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5439","test_valid_user_types_reach_inventory[firefox-performance_glitch_user]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","71","test_inventory_sorted_by_name[firefox-a_to_z]","ui.tests","2026-06-06","passed","2026-06-06","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","72","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-06-06","passed","2026-06-06","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","76","test_inventory_sorted_by_name[webkit-z_to_a]","ui.tests","2026-06-06","passed","2026-06-06","","test_inventory","",""
"R3: add three products, remove one on the cart page, verify survivors.","707","test_remove_one_item_from_cart_updates_state[webkit]","ui.tests","2026-06-06","passed","2026-06-06","","test_cart","",""
"R2: selecting a name sort reorders products alphabetically.","37","test_inventory_sorted_by_name[chromium-z_to_a]","ui.tests","2026-06-06","passed","2026-06-06","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","76","test_inventory_sorted_by_name[firefox-z_to_a]","ui.tests","2026-06-06","passed","2026-06-06","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","90","test_inventory_sorted_by_price[firefox-high_to_low]","ui.tests","2026-06-06","passed","2026-06-06","","test_inventory","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5897","test_performance_glitch_user_loads_inventory_within_limit[firefox]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","435","test_valid_user_types_reach_inventory[firefox-visual_user]","ui.tests","2026-06-06","passed","2026-06-06","","test_login","",""
