"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"R3: add three products, remove one on the cart page, verify survivors.","362","test_remove_one_item_from_cart_updates_state[firefox]","ui.tests","2026-07-29","passed","2026-07-29","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","252","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-07-29","passed","2026-07-29","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","351","test_valid_user_types_reach_inventory[webkit-standard_user]","ui.tests","2026-07-29","passed","2026-07-29","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","398","test_checkout_summary_math_is_correct[firefox]","ui.tests","2026-07-29","passed","2026-07-29","","test_checkout","",""
"N3: SauceDemo validates required fields one at a time, in order.","345","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-07-29","passed","2026-07-29","","test_checkout","",""
"R1: selecting a price sort reorders products correctly.
    ","66","test_inventory_sorted_by_price[firefox-high_to_low]","ui.tests","2026-07-29","passed","2026-07-29","","test_inventory","",""
"N2: locked_out_user credentials → account locked error message.","234","test_locked_out_user_sees_lockout_error[chromium]","ui.tests","2026-07-29","passed","2026-07-29","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","826","test_valid_user_types_reach_inventory[firefox-standard_user]","ui.tests","2026-07-29","passed","2026-07-29","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","299","test_valid_user_types_reach_inventory[chromium-visual_user]","ui.tests","2026-07-29","passed","2026-07-29","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","40","test_inventory_sorted_by_name[webkit-z_to_a]","ui.tests","2026-07-29","passed","2026-07-29","","test_inventory","",""
"A1: POST /pet returns 200 and the response echoes id, name, status.","95","test_create_pet_returns_200_and_echoes_body","api.tests","2026-07-29","passed","2026-07-29","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5296","test_valid_user_types_reach_inventory[chromium-performance_glitch_user]","ui.tests","2026-07-29","passed","2026-07-29","","test_login","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","20","test_get_nonexistent_pet_returns_404","api.tests","2026-07-29","passed","2026-07-29","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5350","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-07-29","passed","2026-07-29","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","54","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-07-29","passed","2026-07-29","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","58","test_inventory_sorted_by_price[firefox-low_to_high]","ui.tests","2026-07-29","passed","2026-07-29","","test_inventory","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5846","test_performance_glitch_user_loads_inventory_within_limit[firefox]","ui.tests","2026-07-29","passed","2026-07-29","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","359","test_valid_user_types_reach_inventory[firefox-visual_user]","ui.tests","2026-07-29","passed","2026-07-29","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","35","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-07-29","passed","2026-07-29","","test_inventory","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","245","test_continue_shopping_returns_to_inventory_preserving_cart[webkit]","ui.tests","2026-07-29","passed","2026-07-29","","test_cart","",""
"R2: selecting a name sort reorders products alphabetically.","54","test_inventory_sorted_by_name[firefox-z_to_a]","ui.tests","2026-07-29","passed","2026-07-29","","test_inventory","",""
"R3: add three products, remove one on the cart page, verify survivors.","746","test_remove_one_item_from_cart_updates_state[webkit]","ui.tests","2026-07-29","passed","2026-07-29","","test_cart","",""
"R1: selecting a price sort reorders products correctly.
    ","34","test_inventory_sorted_by_price[chromium-low_to_high]","ui.tests","2026-07-29","passed","2026-07-29","","test_inventory","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","277","test_continue_shopping_returns_to_inventory_preserving_cart[firefox]","ui.tests","2026-07-29","passed","2026-07-29","","test_cart","",""
"A3: PUT /pet updates an existing pet's name and status.","11","test_update_pet_changes_name_and_status","api.tests","2026-07-29","passed","2026-07-29","","test_pet_api","",""
