"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5307","test_valid_user_types_reach_inventory[chromium-performance_glitch_user]","ui.tests","2026-06-23","passed","2026-06-23","","test_login","",""
"For `error_user`, the Last Name field on Checkout Step One rejects keyboard input This is the expected test. The day SauceDemo fixes the bug, the test will XPASS, which is our signal to remove the xfail marker and promote it to a normal passing test.","418","test_error_user_can_type_last_name_at_checkout[chromium]","ui.tests","2026-06-23","skipped","2026-06-23","","test_checkout","",""
"R1: selecting a price sort reorders products correctly.
    ","80","test_inventory_sorted_by_price[firefox-high_to_low]","ui.tests","2026-06-23","passed","2026-06-23","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","406","test_valid_user_types_reach_inventory[webkit-standard_user]","ui.tests","2026-06-23","passed","2026-06-23","","test_login","",""
"A4: after DELETE /pet/{id}, a subsequent GET returns 404.","15","test_delete_pet_then_get_returns_404","api.tests","2026-06-23","passed","2026-06-23","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","328","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-06-23","passed","2026-06-23","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","314","test_valid_user_types_reach_inventory[chromium-problem_user]","ui.tests","2026-06-23","passed","2026-06-23","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","393","test_valid_user_types_reach_inventory[webkit-visual_user]","ui.tests","2026-06-23","passed","2026-06-23","","test_login","",""
"A7: POST /pet/{id}/uploadImage accepts a multipart file upload.
    ","59","test_upload_pet_image_returns_200","api.tests","2026-06-23","passed","2026-06-23","","test_pet_api","",""
"R1: selecting a price sort reorders products correctly.
    ","74","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-06-23","passed","2026-06-23","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","81","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-06-23","passed","2026-06-23","","test_inventory","",""
"S2: adding one product makes the cart badge show 1.","44","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-06-23","passed","2026-06-23","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","748","test_valid_user_types_reach_inventory[firefox-problem_user]","ui.tests","2026-06-23","passed","2026-06-23","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","47","test_inventory_sorted_by_price[chromium-low_to_high]","ui.tests","2026-06-23","passed","2026-06-23","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","755","test_valid_user_types_reach_inventory[firefox-standard_user]","ui.tests","2026-06-23","passed","2026-06-23","","test_login","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","214","test_continue_shopping_returns_to_inventory_preserving_cart[chromium]","ui.tests","2026-06-23","passed","2026-06-23","","test_cart","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","16","test_get_nonexistent_pet_returns_404","api.tests","2026-06-23","passed","2026-06-23","","test_pet_api","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","415","test_checkout_summary_math_is_correct[webkit]","ui.tests","2026-06-23","passed","2026-06-23","","test_checkout","",""
"R3: add three products, remove one on the cart page, verify survivors.","785","test_remove_one_item_from_cart_updates_state[webkit]","ui.tests","2026-06-23","passed","2026-06-23","","test_cart","",""
"A3: PUT /pet updates an existing pet's name and status.","10","test_update_pet_changes_name_and_status","api.tests","2026-06-23","passed","2026-06-23","","test_pet_api","",""
"A2: GET /pet/{id} returns the pet created by the fixture.","4","test_get_returns_the_created_pet","api.tests","2026-06-23","passed","2026-06-23","","test_pet_api","",""
"A1: POST /pet returns 200 and the response echoes id, name, status.","138","test_create_pet_returns_200_and_echoes_body","api.tests","2026-06-23","passed","2026-06-23","","test_pet_api","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5311","test_performance_glitch_user_loads_inventory_within_limit[chromium]","ui.tests","2026-06-23","passed","2026-06-23","","test_login","",""
"R3: add three products, remove one on the cart page, verify survivors.","417","test_remove_one_item_from_cart_updates_state[firefox]","ui.tests","2026-06-23","passed","2026-06-23","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5428","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-06-23","passed","2026-06-23","","test_login","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","293","test_continue_shopping_returns_to_inventory_preserving_cart[webkit]","ui.tests","2026-06-23","passed","2026-06-23","","test_cart","",""
