"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"R4: on the overview page, item subtotal + tax must equal grand total.","468","test_checkout_summary_math_is_correct[firefox]","ui.tests","2026-07-28","passed","2026-07-28","","test_checkout","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","320","test_valid_user_types_reach_inventory[webkit-visual_user]","ui.tests","2026-07-28","passed","2026-07-28","","test_login","",""
"R3: add three products, remove one on the cart page, verify survivors.","677","test_remove_one_item_from_cart_updates_state[webkit]","ui.tests","2026-07-28","passed","2026-07-28","","test_cart","",""
"A5: GET /pet/findByStatus?status=available returns available pets.","12","test_find_by_status_available_returns_available_pets","api.tests","2026-07-28","passed","2026-07-28","","test_pet_api","",""
"A2: GET /pet/{id} returns the pet created by the fixture.","6","test_get_returns_the_created_pet","api.tests","2026-07-28","passed","2026-07-28","","test_pet_api","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5241","test_performance_glitch_user_loads_inventory_within_limit[chromium]","ui.tests","2026-07-28","passed","2026-07-28","","test_login","",""
"A3: PUT /pet updates an existing pet's name and status.","9","test_update_pet_changes_name_and_status","api.tests","2026-07-28","passed","2026-07-28","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5348","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-07-28","passed","2026-07-28","","test_login","",""
"A7: POST /pet/{id}/uploadImage accepts a multipart file upload.
    ","54","test_upload_pet_image_returns_200","api.tests","2026-07-28","passed","2026-07-28","","test_pet_api","",""
"R1: selecting a price sort reorders products correctly.
    ","56","test_inventory_sorted_by_price[firefox-high_to_low]","ui.tests","2026-07-28","passed","2026-07-28","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","39","test_inventory_sorted_by_price[webkit-low_to_high]","ui.tests","2026-07-28","passed","2026-07-28","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","51","test_inventory_sorted_by_name[firefox-a_to_z]","ui.tests","2026-07-28","passed","2026-07-28","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","824","test_valid_user_types_reach_inventory[firefox-standard_user]","ui.tests","2026-07-28","passed","2026-07-28","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","237","test_checkout_summary_math_is_correct[chromium]","ui.tests","2026-07-28","passed","2026-07-28","","test_checkout","",""
"R1: selecting a price sort reorders products correctly.
    ","32","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-07-28","passed","2026-07-28","","test_inventory","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","337","test_checkout_summary_math_is_correct[webkit]","ui.tests","2026-07-28","passed","2026-07-28","","test_checkout","",""
"N1: submitting empty form → 'Username is required' error banner.","224","test_empty_credentials_shows_username_required_error[chromium]","ui.tests","2026-07-28","passed","2026-07-28","","test_login","",""
"S3: complete a purchase from inventory through order confirmation.","275","test_full_checkout_happy_path[chromium]","ui.tests","2026-07-28","passed","2026-07-28","","test_e2e","",""
"N2: locked_out_user credentials → account locked error message.","241","test_locked_out_user_sees_lockout_error[chromium]","ui.tests","2026-07-28","passed","2026-07-28","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","36","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-07-28","passed","2026-07-28","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","32","test_inventory_sorted_by_name[chromium-z_to_a]","ui.tests","2026-07-28","passed","2026-07-28","","test_inventory","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","253","test_continue_shopping_returns_to_inventory_preserving_cart[webkit]","ui.tests","2026-07-28","passed","2026-07-28","","test_cart","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","376","test_valid_user_types_reach_inventory[webkit-standard_user]","ui.tests","2026-07-28","passed","2026-07-28","","test_login","",""
