"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A1: POST /pet returns 200 and the response echoes id, name, status.","92","test_create_pet_returns_200_and_echoes_body","api.tests","2026-06-13","passed","2026-06-13","","test_pet_api","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","311","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"For `error_user`, the Last Name field on Checkout Step One rejects keyboard input This is the expected test. The day SauceDemo fixes the bug, the test will XPASS, which is our signal to remove the xfail marker and promote it to a normal passing test.","435","test_error_user_can_type_last_name_at_checkout[chromium]","ui.tests","2026-06-13","skipped","2026-06-13","","test_checkout","",""
"R2: selecting a name sort reorders products alphabetically.","38","test_inventory_sorted_by_name[chromium-z_to_a]","ui.tests","2026-06-13","passed","2026-06-13","","test_inventory","",""
"A4: after DELETE /pet/{id}, a subsequent GET returns 404.","10","test_delete_pet_then_get_returns_404","api.tests","2026-06-13","passed","2026-06-13","","test_pet_api","",""
"R1: selecting a price sort reorders products correctly.
    ","76","test_inventory_sorted_by_price[firefox-high_to_low]","ui.tests","2026-06-13","passed","2026-06-13","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.
    ","40","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-06-13","passed","2026-06-13","","test_inventory","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5389","test_performance_glitch_user_loads_inventory_within_limit[webkit]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","413","test_valid_user_types_reach_inventory[firefox-visual_user]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","259","test_checkout_summary_math_is_correct[chromium]","ui.tests","2026-06-13","passed","2026-06-13","","test_checkout","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","181","test_continue_shopping_returns_to_inventory_preserving_cart[chromium]","ui.tests","2026-06-13","passed","2026-06-13","","test_cart","",""
"R1: selecting a price sort reorders products correctly.
    ","38","test_inventory_sorted_by_price[chromium-low_to_high]","ui.tests","2026-06-13","passed","2026-06-13","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","304","test_valid_user_types_reach_inventory[chromium-problem_user]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5317","test_valid_user_types_reach_inventory[chromium-performance_glitch_user]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","61","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-06-13","passed","2026-06-13","","test_inventory","",""
"S3: complete a purchase from inventory through order confirmation.","287","test_full_checkout_happy_path[chromium]","ui.tests","2026-06-13","passed","2026-06-13","","test_e2e","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5654","test_performance_glitch_user_loads_inventory_within_limit[firefox]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","692","test_valid_user_types_reach_inventory[firefox-problem_user]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","371","test_valid_user_types_reach_inventory[webkit-standard_user]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"R3: add three products, remove one on the cart page, verify survivors.","793","test_remove_one_item_from_cart_updates_state[webkit]","ui.tests","2026-06-13","passed","2026-06-13","","test_cart","",""
"S2: adding one product makes the cart badge show 1.","53","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-06-13","passed","2026-06-13","","test_cart","",""
"S1: valid login navigates to /inventory.html with 6 products.","299","test_standard_user_login_lands_on_inventory[chromium]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","383","test_valid_user_types_reach_inventory[webkit-problem_user]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5395","test_valid_user_types_reach_inventory[firefox-performance_glitch_user]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","59","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-06-13","passed","2026-06-13","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","60","test_inventory_sorted_by_name[firefox-a_to_z]","ui.tests","2026-06-13","passed","2026-06-13","","test_inventory","",""
"R3: add three products, remove one on the cart page, verify survivors.","411","test_remove_one_item_from_cart_updates_state[firefox]","ui.tests","2026-06-13","passed","2026-06-13","","test_cart","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","459","test_checkout_summary_math_is_correct[firefox]","ui.tests","2026-06-13","passed","2026-06-13","","test_checkout","",""
"R2: selecting a name sort reorders products alphabetically.","41","test_inventory_sorted_by_name[chromium-a_to_z]","ui.tests","2026-06-13","passed","2026-06-13","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","653","test_valid_user_types_reach_inventory[firefox-standard_user]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","373","test_checkout_summary_math_is_correct[webkit]","ui.tests","2026-06-13","passed","2026-06-13","","test_checkout","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5296","test_performance_glitch_user_loads_inventory_within_limit[chromium]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"A3: PUT /pet updates an existing pet's name and status.","8","test_update_pet_changes_name_and_status","api.tests","2026-06-13","passed","2026-06-13","","test_pet_api","",""
"N2: locked_out_user credentials → account locked error message.","302","test_locked_out_user_sees_lockout_error[chromium]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"S4: hamburger menu → Logout → user lands back on login page.","1208","test_logout_returns_to_login_page[chromium]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"A2: GET /pet/{id} returns the pet created by the fixture.","5","test_get_returns_the_created_pet","api.tests","2026-06-13","passed","2026-06-13","","test_pet_api","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","287","test_continue_shopping_returns_to_inventory_preserving_cart[webkit]","ui.tests","2026-06-13","passed","2026-06-13","","test_cart","",""
"N1: submitting empty form → 'Username is required' error banner.","282","test_empty_credentials_shows_username_required_error[chromium]","ui.tests","2026-06-13","passed","2026-06-13","","test_login","",""
"N3: SauceDemo validates required fields one at a time, in order.","264","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-06-13","passed","2026-06-13","","test_checkout","",""
"R1: selecting a price sort reorders products correctly.
    ","46","test_inventory_sorted_by_price[webkit-low_to_high]","ui.tests","2026-06-13","passed","2026-06-13","","test_inventory","",""
"A7: POST /pet/{id}/uploadImage accepts a multipart file upload.
    ","54","test_upload_pet_image_returns_200","api.tests","2026-06-13","passed","2026-06-13","","test_pet_api","",""
"R3: add three products, remove one on the cart page, verify survivors.","212","test_remove_one_item_from_cart_updates_state[chromium]","ui.tests","2026-06-13","passed","2026-06-13","","test_cart","",""
"R2: selecting a name sort reorders products alphabetically.","66","test_inventory_sorted_by_name[firefox-z_to_a]","ui.tests","2026-06-13","passed","2026-06-13","","test_inventory","",""
