"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"R3: add three products, remove one on the cart page, verify survivors.","232","test_remove_one_item_from_cart_updates_state[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"S4: hamburger menu → Logout → user lands back on login page.","1283","test_logout_returns_to_login_page[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","168","test_continue_shopping_returns_to_inventory_preserving_cart[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"R2: selecting a name sort reorders products alphabetically.","82","test_inventory_sorted_by_name[webkit-z_to_a]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","66","test_inventory_sorted_by_name[firefox-z_to_a]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"R1: selecting a price sort reorders products correctly.

We read the displayed order and assert it equals that same list sorted
by Python — proving the UI's ordering matches the expected contract,
without hard-coding fragile price values.
","48","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"A2: GET /pet/{id} returns the pet created by the fixture.","28","test_get_returns_the_created_pet","api.tests","2026-06-05","passed","2026-06-05","","test_pet_api","",""
"P2: performance_glitch_user — inventory page should load within 10s.

SauceDemo intentionally adds ~5s latency for this user to simulate a
sluggish backend. We verify it still completes within a generous limit.

Note: uses wall-clock timing with time.time() — this is a soft
upper-bound check, not a substitute for real perf tooling (Lighthouse/k6).
","5429","test_performance_glitch_user_loads_inventory_within_limit[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"R3: add three products, remove one on the cart page, verify survivors.","719","test_remove_one_item_from_cart_updates_state[webkit]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"R3: add three products, remove one on the cart page, verify survivors.","398","test_remove_one_item_from_cart_updates_state[firefox]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"S1: valid login navigates to /inventory.html with 6 products.","361","test_standard_user_login_lands_on_inventory[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"S3: complete a purchase from inventory through order confirmation.","292","test_full_checkout_happy_path[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_e2e","",""
"S2: adding one product makes the cart badge show 1.","46","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-06-05","passed","2026-06-05","","test_cart","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","111","test_get_nonexistent_pet_returns_404","api.tests","2026-06-05","failed","2026-06-05","","test_pet_api","",""
"R1: selecting a price sort reorders products correctly.

We read the displayed order and assert it equals that same list sorted
by Python — proving the UI's ordering matches the expected contract,
without hard-coding fragile price values.
","88","test_inventory_sorted_by_price[webkit-low_to_high]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","412","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","400","test_checkout_summary_math_is_correct[webkit]","ui.tests","2026-06-05","passed","2026-06-05","","test_checkout","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","615","test_valid_user_types_reach_inventory[chromium-problem_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.

@pytest.mark.parametrize runs this function once per entry in VALID_USERS.
You will see 4 test entries in the output: test_valid_user...[standard_user],
[...problem_user], etc.
","5481","test_valid_user_types_reach_inventory[firefox-performance_glitch_user]","ui.tests","2026-06-05","passed","2026-06-05","","test_login","",""
"DOCUMENTED SAUCEDEMO DEFECT (not an accidental skip).

For `error_user`, the Last Name field on Checkout Step One rejects typed characters. This test asserts the CORRECT behaviour (the field SHOULD accept input), so against the live broken site it fails on purpose and pytest reports XFAIL — Allure shows this as grey.

This is the EXPECTED state. The day SauceDemo fixes the bug, the test will XPASS, which is our signal to remove the xfail marker and promote it to a normal passing test.","537","test_error_user_can_type_last_name_at_checkout[chromium]","ui.tests","2026-06-05","skipped","2026-06-05","","test_checkout","",""
"A7: POST /pet/{id}/uploadImage accepts a multipart file upload.

Sandbox limitation (see api-tests.md): the uploaded image can't be
retrieved afterward, so we assert only that the server accepted the file
(HTTP 200) and reported it in the response message.
","310","test_upload_pet_image_returns_200","api.tests","2026-06-05","passed","2026-06-05","","test_pet_api","",""
"R2: selecting a name sort reorders products alphabetically.","45","test_inventory_sorted_by_name[chromium-a_to_z]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","74","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-06-05","passed","2026-06-05","","test_inventory","",""
