"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"R2: selecting a name sort reorders products alphabetically.","67","test_inventory_sorted_by_name[firefox-a_to_z]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"S4: hamburger menu → Logout → user lands back on login page.","1277","test_logout_returns_to_login_page[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","430","test_checkout_summary_math_is_correct[firefox]","ui.tests","2026-06-08","passed","2026-06-08","","test_checkout","",""
"A2: GET /pet/{id} returns the pet created by the fixture.","5","test_get_returns_the_created_pet","api.tests","2026-06-08","passed","2026-06-08","","test_pet_api","",""
"P2: performance_glitch_user — inventory page should load within 10s.
    ","5411","test_performance_glitch_user_loads_inventory_within_limit[webkit]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"N3: SauceDemo validates required fields one at a time, in order.","310","test_checkout_step_one_empty_fields_show_validation_errors[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_checkout","",""
"R1: selecting a price sort reorders products correctly.
    ","74","test_inventory_sorted_by_price[firefox-low_to_high]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","714","test_valid_user_types_reach_inventory[firefox-problem_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","321","test_valid_user_types_reach_inventory[chromium-standard_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","35","test_inventory_sorted_by_name[chromium-a_to_z]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","697","test_valid_user_types_reach_inventory[firefox-standard_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5309","test_valid_user_types_reach_inventory[chromium-performance_glitch_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","354","test_valid_user_types_reach_inventory[webkit-visual_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"R2: selecting a name sort reorders products alphabetically.","57","test_inventory_sorted_by_name[webkit-a_to_z]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"N2: locked_out_user credentials → account locked error message.","289","test_locked_out_user_sees_lockout_error[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","5370","test_valid_user_types_reach_inventory[webkit-performance_glitch_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","403","test_valid_user_types_reach_inventory[firefox-visual_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","386","test_valid_user_types_reach_inventory[webkit-standard_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"S1: valid login navigates to /inventory.html with 6 products.","328","test_standard_user_login_lands_on_inventory[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"R4: on the overview page, item subtotal + tax must equal grand total.","265","test_checkout_summary_math_is_correct[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_checkout","",""
"R2: selecting a name sort reorders products alphabetically.","62","test_inventory_sorted_by_name[webkit-z_to_a]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","328","test_valid_user_types_reach_inventory[chromium-problem_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","268","test_continue_shopping_returns_to_inventory_preserving_cart[webkit]","ui.tests","2026-06-08","passed","2026-06-08","","test_cart","",""
"R3: add three products, remove one on the cart page, verify survivors.","403","test_remove_one_item_from_cart_updates_state[firefox]","ui.tests","2026-06-08","passed","2026-06-08","","test_cart","",""
"R5: 'Continue Shopping' returns to inventory with cart intact.","183","test_continue_shopping_returns_to_inventory_preserving_cart[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_cart","",""
"R1: selecting a price sort reorders products correctly.
    ","47","test_inventory_sorted_by_price[chromium-high_to_low]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"R2: selecting a name sort reorders products alphabetically.","49","test_inventory_sorted_by_name[chromium-z_to_a]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","324","test_valid_user_types_reach_inventory[chromium-visual_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"A7: POST /pet/{id}/uploadImage accepts a multipart file upload.
    ","65","test_upload_pet_image_returns_200","api.tests","2026-06-08","passed","2026-06-08","","test_pet_api","",""
"R1: selecting a price sort reorders products correctly.
    ","56","test_inventory_sorted_by_price[webkit-high_to_low]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"N1: submitting empty form → 'Username is required' error banner.","282","test_empty_credentials_shows_username_required_error[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"R1: selecting a price sort reorders products correctly.
    ","51","test_inventory_sorted_by_price[webkit-low_to_high]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"R3: add three products, remove one on the cart page, verify survivors.","230","test_remove_one_item_from_cart_updates_state[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_cart","",""
"A1: POST /pet returns 200 and the response echoes id, name, status.","147","test_create_pet_returns_200_and_echoes_body","api.tests","2026-06-08","passed","2026-06-08","","test_pet_api","",""
"S2: adding one product makes the cart badge show 1.","40","test_add_single_product_increments_cart_badge[chromium]","ui.tests","2026-06-08","passed","2026-06-08","","test_cart","",""
"R2: selecting a name sort reorders products alphabetically.","68","test_inventory_sorted_by_name[firefox-z_to_a]","ui.tests","2026-06-08","passed","2026-06-08","","test_inventory","",""
"P1: standard_user, problem_user, performance_glitch_user, visual_user
all successfully log in and reach inventory.
","357","test_valid_user_types_reach_inventory[webkit-problem_user]","ui.tests","2026-06-08","passed","2026-06-08","","test_login","",""
"A6: GET /pet/{bogus_id} for a non-existent pet returns 404.","18","test_get_nonexistent_pet_returns_404","api.tests","2026-06-08","passed","2026-06-08","","test_pet_api","",""
